commit_id	ms
17eb5b47009b925901f6489df77ba1092d5d254b	1717
1e4b1c72125e826aba32e99d62464db4613ed64f	381
1e4d2b7fe71a2633df6816b82411402136064159	557
214801493ed33f3ee91215f45c38408327516a86	608
21e1e6f8d5ec994d1b5583b524278ff33c573ada	437
35130585ae6a7a346234c27ba379a4280006452c	496
42c0214254df5ade315daf4a51580f0424a1792f	1608
4b1a76bdb00ebf89b977c2cc1199870d0c180c72	798
53103a9690d653daf1de405756f5638999c36f22	1419
53d26bfc963c34dd26c7eba44facdea1d5081991	309
5d05136904e74bfef9d14892b403706c44f44096	348
5da9d8c7ef29f954a37f58f5138f116579c6efe8	296
64925a80c7f13302b17b62e5fe581505d3ab08eb	313
6b583e375103a66ce7de857dced19f572f620f48	191
6d8bc91a9b32b492d40fd358c964ed66516dd518	281
756f2ca1779fd9836412041cbc9baa7912d490ae	238
78b31936c3baf7dc0e71f10189ddf415d22c2762	469
82a71be1dcb14e057637ef6d558ee7a53516717b	929
8636670169131f0617713eb012c41f2c04413430	491
86aa18d6990f4102704854ad5dc76b1cc45323f0	276
86c00207bdc9cb1ef60441d1ec836624a162c9ab	732
8b3772d47fc94fe3c3175602bba5eef6605fad86	218
9156be961d890b9877ddef3a70964c9665662abb	304
9b37c6bf2c40ede496de8c2720eb3f93bfc29e62	345
9c7100ba6023347cd2ded17ec16900753b01c18d	447
9cb1a663173f5fcbda83b2916e0f1679c1dc642e	1329
b50d4cf7c370dc0f9fa2c39ea0e73e28ca8918ac	323
b642403d86caa9f5d4d085135ad2e40059bd8bfe	486
c47150c42c980b297c747a17d79bd6722a65fb84	312
d91e7ecafc5f52a27463db031c114a71f29c3b0a	742
da6f869c1ef39abd0f1e512b07f41f6bbecd4b88	840
dccd8624ed7f3f73e33b6430470e8a3bc3db0c4d	281
e4836826373151c8d14db011a1c3f2763aeb727a	347
e6562319fecf9ce5230876c504bfa495ce3bdabd	361
eefacf3f2a8bdb5506163932138786a03985390f	373
f613e9ac2e6de4e8f767e2268ca7dd636ac3aa9d	242
f65a24d9dbc7a3642b1f019b0ed37216b83438d1	280
